"UNIT_NAME","UNIT_ORDER","FIELD","UNIT_ACRES","OPERATOR_NAME","FORMATION","LUW_CODE","DISSOLVED_","TERMINATED"
"HA RA SUA","540-C","Brushy Bayou","640.0","SWEPI, L.P.","Haynesville",,,
"HA RB SUDD","109-X-18","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUC","28-AA-1","Logansport","640.0","Indigo Minerals, L.L.C.","Haynesville",,,
"HA RA SUNN","994-D-22","Johnson Branch","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUP","122-Y-3","Caddo_Pine Island","640.0","Matador Production Company","Haynesville",,,
"HA RB SUS","109-X-15","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUD","1199-E","Trenton","640.0","EOG Resources, Inc.","Haynesville",,,
"HA RB SUVV","289-R-30","Bethany_Longstreet","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RA SUQ","1145-B-17","Thorn Lake","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUM","1145-B-14","Thorn Lake","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUB","700-G","Chemard Lake","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUH","8-N-2","Sligo","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUN","1145-B-14","Thorn Lake","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUDD","496-L-7","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU63","361-L-34","Elm Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUG","88-J-3","Holly","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RC SUF","109-X-1","Red River_Bull Bayou","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUZZ","109-X-80","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUCC","109-X-51","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUK","109-X-36","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUW","109-X-51","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUAA","109-X-51","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUEE","109-X-51","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUBB","109-X-51","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUDD","109-X-51","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SU76","109-X-78","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RB SUZZ","109-X-50","Red River_Bull Bayou","640.0","SWEPI, L.P.","Haynesville",,,
"HA RC SUW","109-X-70","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RC SUZ","109-X-70","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RC SUAA","109-X-70","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RC SUX","109-X-70","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RC SUCC","109-X-70","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RC SUY","109-X-70","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUWW","122-Y-8","Caddo_Pine Island","640.0","Devon Energy Corporation","Haynesville",,"y",
"HA RA SUVV","122-Y-8","Caddo_Pine Island","640.0","Devon Energy Corporation","Haynesville",,"Y",
"HA RA SUUU","122-Y-8","Caddo_Pine Island","640.0","Devon Energy Corporation","Haynesville",,,
"HA RA SUTT","122-Y-8","Caddo_Pine Island","640.0","Devon Energy Corporation","Haynesville",,,
"HA RA SUU","1490-C-8","Alabama Bend","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUN","1490-C-4","Alabama Bend","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUPP","287-F-20","Lake Bistineau","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUNN","287-F-22","Lake Bistineau","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUSS","287-F-21","Lake Bistineau","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUO","967-C-8","Cedar Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUH","1186-C-1","Carroll Creek","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUQ","948-C-3","Redoak Lake","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUSS","990-D-6","Woodardville","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUTT","990-D-6","Woodardville","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUVV","990-D-6","Woodardville","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUUU","990-D-6","Woodardville","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUWW","990-D-7","Woodardville","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUXX","990-D-7","Woodardville","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUYY","990-D-7","Woodardville","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SU59","990-D-9","Woodardville","640.0","Will-Drill Production Company, Inc.","Haynesville",,,
"HA RA SU83","990-D-31","Woodardville","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUFF","1199-E-12","Trenton","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUX","1145-B-8","Thorn Lake","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUT","92-N-12","Spider","640.0","BP America Production Company","Haynesville",,,
"HA RA SUU","92-N-12","Spider","640.0","BP America Production Company","Haynesville",,,
"HA RA SUV","92-N-12","Spider","640.0","BP America Production Company","Haynesville",,,
"HA RA SUI","967-C-7","Cedar Grove","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUH","967-C-7","Cedar Grove","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU69","270-MM-40","Greenwood_Waskom","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU64","270-MM-39","Greenwood_Waskom","640.0","EOG Resources, Inc.","Haynesville",,,
"HA RA SU65","270-MM-39","Greenwood_Waskom","640.0","EOG Resources, Inc.","Haynesville",,,
"HA RA SU67","270-MM-39","Greenwood_Waskom","640.0","EOG Resources, Inc.","Haynesville",,,
"HA RA SU66","270-MM-39","Greenwood_Waskom","640.0","EOG Resources, Inc.","Haynesville",,,
"HA RA SU91","361-L-70","Elm Grove","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SU92","361-L-70","Elm Grove","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SU108","361-L-72","Elm Grove","640.0","JW Operating Company","Haynesville",,,
"HA RA SU110","361-L-72","Elm Grove","581.0","JW Operating Company","Haynesville",,,
"HA RA SU106","361-L-69","Elm Grove","549.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUQQ","287-F-19","Lake Bistineau","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SULL","287-F-18","Lake Bistineau","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUMM","287-F-17","Lake Bistineau","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUOO","287-F-16","Lake Bistineau","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUG","196-D-3","Bellevue","640.0","Endeavor Energy Resources, L.P.","Haynesville",,,
"HA RA SUR","1490-C-5","Alabama Bend","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SURR","8-N-16","Sligo","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RA SUTT","8-N-16","Sligo","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RA SUVV","8-N-16","Sligo","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RA SUXX","8-N-16","Sligo","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RA SUI","148-M-5","Sibley","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUH","148-M-4","Sibley","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU79","990-D-29","Woodardville","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SU80","990-D-29","Woodardville","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SU81","990-D-29","Woodardville","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUV","909-H-5","Gahagan","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUU","909-H-5","Gahagan","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RB SU70","109-X-76","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUAA","948-C-12","Redoak Lake","1300.0","Encana Oil and Gas USA Inc.","Haynesville",,"Y",
"HA RA SUDD","948-C-7","Redoak Lake","660.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUB","948-C-5","Redoak Lake","640.0","Petrohawk Operating Company","Haynesville",,"Y",
"HA RA SUCC","948-C-6","Redoak Lake","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUEE","948-C-6","Redoak Lake","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUFF","948-C-6","Redoak Lake","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUZ","948-C-6","Redoak Lake","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUY","948-C-6","Redoak Lake","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUX","948-C-6","Redoak Lake","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUW","948-C-6","Redoak Lake","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUQ","312-G-8","Belle Bower","848.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUP","312-G-8","Belle Bower","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUO","312-G-8","Belle Bower","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SU62","289-R-56","Bethany_Longstreet","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RB SU64","289-R-56","Bethany_Longstreet","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RB SU63","289-R-56","Bethany_Longstreet","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RA SUI","540-C-3","Brushy Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUK","540-C-5","Brushy Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUJ","540-C-4","Brushy Bayou","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUMM","496-L-10","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUNN","496-L-10","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUII","92-N-15","Spider","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUNN","92-N-15","Spider","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUNN","498-B-6","Pleasant Hill","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUEE","498-B-6","Pleasant Hill","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU57","28-AA-22","Logansport","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RA SUUU","28-AA-21","Logansport","640.0","XTO Energy","Haynesville",,,
"HA RA SUYY","501-G-9","Converse","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUG","628-B-2","Zwolle","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUW","955-J-3","Grogan","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUHH","92-N-15","Spider","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUW","92-N-12","Spider","640.0","BP America Production Company","Haynesville",,,
"HA RA SUY","92-N-12","Spider","640.0","BP America Production Company","Haynesville",,,
"HA RA SUZ","92-N-12","Spider","640.0","BP America Production Company","Haynesville",,,
"HA RA SUAA","92-N-12","Spider","640.0","BP America Production Company","Haynesville",,,
"HA RA SUG","92-N-2","Spider","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUD","92-N-4","Spider","640.0","Jag Operating, Ltd.","Haynesville",,,
"HA RA SUE","92-N-4","Spider","640.0","Jag Operating, Ltd.","Haynesville",,,
"HA RA SUH","92-N-4","Spider","640.0","Jag Operating, Ltd.","Haynesville",,,
"HA RA SUI","92-N-4","Spider","640.0","Jag Operating, Ltd.","Haynesville",,,
"HA RA SU53","8-N-12","Sligo","640.0","XTO Energy","Haynesville",,,
"HA RA SU54","8-N-12","Sligo","640.0","XTO Energy","Haynesville",,,
"HA RA SU55","8-N-12","Sligo","640.0","XTO Energy","Haynesville",,,
"HA RA SU56","8-N-12","Sligo","640.0","XTO Energy","Haynesville",,,
"HA RA SUY","8-N-4","Sligo","640.0","Encana Oil and Gas USA Inc.","Haynesville",,"Y",
"HA RA SUU","8-N-4","Sligo","640.0","Encana Oil and Gas USA Inc.","Haynesville",,"Y",
"HA RA SUV","8-N-4","Sligo","640.0","Encana Oil and Gas USA Inc.","Haynesville",,"Y",
"HA RA SUT","8-N-4","Sligo","640.0","Encana Oil and Gas USA Inc.","Haynesville",,"Y",
"HA RA SUS","8-N-4","Sligo","640.0","Encana Oil and Gas USA Inc.","Haynesville",,"Y",
"HA RA SUW","8-N-4","Sligo","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUPP","498-B-7","Pleasant Hill","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUI","855-E-5","North Grand Cane","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUEE","1137-G-3","Martin","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUQ","1137-G-1","Martin","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUR","1137-G-1","Martin","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUS","1137-G-1","Martin","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUJ","1525-A-5","Mansfield","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUI","1525-A-5","Mansfield","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUT","123-K-6","Longwood","640.0","Matador Production Company","Haynesville",,,
"HA RA SUW","123-K-5","Longwood","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SUN","967-C-8","Cedar Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUP","955-J-4","Grogan","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUY","376-D-14","Kingston","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SUZ","376-D-14","Kingston","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SU59","28-AA-25","Logansport","640.0","XTO Energy, Inc.","Haynesville",,,
"HA RA SU58","28-AA-24","Logansport","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SUVV","501-G-10","Converse","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUQ","342-K-6","Grand Cane","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUR","342-K-6","Grand Cane","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUP","342-K-6","Grand Cane","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUO","342-K-6","Grand Cane","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUS","1145-B-25","Thorn Lake","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUZ","1145-B-25","Thorn Lake","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUAA","1145-B-25","Thorn Lake","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUBB","1145-B-24","Thorn Lake","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUW","501-G-4","Converse","1280.0","Forest Oil Corporation","Haynesville",,,
"HA RA SUX","501-G-4","Converse","1280.0","Forest Oil Corporation","Haynesville",,,
"HA RA SUY","501-G-4","Converse","1280.0","Forest Oil Corporation","Haynesville",,,
"HA RA SUD","967-C-1","Cedar Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUC","967-C-1","Cedar Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU64","191-H-44","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU56","191-H-38","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUX","191-H-20","Caspiana","640.0","Camterra Resources, Inc.","Haynesville",,,
"HA RA SUY","191-H-20","Caspiana","640.0","Camterra Resources, Inc.","Haynesville",,,
"HA RA SUZ","191-H-20","Caspiana","640.0","Camterra Resources, Inc.","Haynesville",,,
"HA RA SUV","191-H-20","Caspiana","640.0","Camterra Resources, Inc.","Haynesville",,,
"HA RA SUBB","191-H-20","Caspiana","640.0","Camterra Resources, Inc.","Haynesville",,,
"HA RA SUW","191-H-20","Caspiana","640.0","Camterra Resources, Inc.","Haynesville",,,
"HA RA SUT","191-H-20","Caspiana","640.0","Camterra Resources, Inc.","Haynesville",,,
"HA RA SUU","191-H-20","Caspiana","640.0","Camterra Resources, Inc.","Haynesville",,,
"HA RA SU69","191-H-15","Caspiana","640.0","KCS Resources, Inc.","Haynesville",,,
"HA RA SUZ","1513-B-1","Bayou San Miguel","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUVV","496-L-12","Benson","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUQQ","496-L-18","Benson","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
