ticker,title,category,category_type,yes_ask,yes_bid,no_ask,no_bid,ev_yes,ev_no,volume,days_to_resolution,daily_change,weekly_change
KXEUEXITCOUNTRY-30-SPA,Will Spain vote to leave the EU before 2030?,Politics,top_yes,7,0,93,100,1302.0000000000002,7.376344086021505,3.12,1417,0,-30
KXELONMARS-99,"Will Elon Musk visit Mars before Aug 1, 2099?",World,top_yes,8,7,92,93,1127.0,8.521739130434783,885.46,26830,0,14.29
KXNEWPOPE-70-LANT,Who will the next Pope be?,World,recent_dips,8,5,92,95,1127.0,8.521739130434783,104.62,16027,-44.44,0
KXNEWPOPE-70-MZUP,Who will the next Pope be?,World,top_yes,8,4,92,96,1127.0,8.521739130434783,70.32000000000001,16027,0,14.29
KXXISUCCESSOR-45JAN01-CJIN,"Will Chen Jining become the next leader of the Chinese Communist Party (CCP) before Jan 1, 2045?",Politics,top_yes,8,2,92,98,1127.0,8.521739130434783,13.94,6895,0,350
KXNEXTISRAELPM-45JAN01-GEIS,Will Gadi Eisenkot be the next Prime Minister of Israel?,Politics,top_yes,8,2,92,98,1127.0,8.521739130434783,8.540000000000001,6896,0,700
KXNEXTIRANLEADER-45JAN01-AARA,Will Alireza Arafi be the next Supreme Leader of Iran?,Politics,top_yes,8,1,92,99,1127.0,8.521739130434783,14.34,6896,0,0
KXNEXTIRANLEADER-45JAN01-MQOM,Will Mohsen Qomi be the next Supreme Leader of Iran?,Politics,top_yes,8,1,92,99,1127.0,8.521739130434783,21.04,6896,0,-66.67
KXPERFORMBONDSONG-35-LAD,Who will perform the next James Bond Song?,Entertainment,top_yes,8,1,92,99,1127.0,8.521739130434783,7.140000000000001,3243,0,0
KXPERFORMBONDSONG-35-SZA,Who will perform the next James Bond Song?,Entertainment,top_yes,8,2,92,98,1127.0,8.521739130434783,2.38,3243,0,0
KXPERFORMBONDSONG-35-HAR,Who will perform the next James Bond Song?,Entertainment,top_yes,8,1,92,99,1127.0,8.521739130434783,4.48,3243,0,0
KXPERFORMBONDSONG-35-ED,Who will perform the next James Bond Song?,Entertainment,top_yes,8,0,92,100,1127.0,8.521739130434783,2.86,3243,0,0
KXPERFORMBONDSONG-35-SAB,Who will perform the next James Bond Song?,Entertainment,top_yes,8,2,92,98,1127.0,8.521739130434783,5.48,3243,0,33.33
KXPERFORMBONDSONG-35-MIL,Who will perform the next James Bond Song?,Entertainment,top_yes,8,1,92,99,1127.0,8.521739130434783,1.62,3243,0,0
KXAFRICALEADEROUT-35-CR,Will Cyril Ramaphosa leave office next in this set?,Politics,top_yes,8,2,92,98,1127.0,8.521739130434783,5.5600000000000005,3243,0,0
KXAFRICALEADEROUT-35-AFES,Will Abdel Fattah el-Sisi leave office next in this set?,Politics,top_yes,8,2,92,98,1127.0,8.521739130434783,0.44,3243,0,0
KXTVSEASONRELEASETHELASTOFUS-26-OCT,"When will ""The Last of Us"" Season 3 be released?",Entertainment,top_yes,8,2,92,98,1127.0,8.521739130434783,24.92,228,300,0
KXTAIWANLVL4-26JUL01,"Will the U.S. State Department issue a Level 4 warning for Taiwan before Jul 1, 2026?",Politics,recent_dips,8,6,92,94,1127.0,8.521739130434783,335.86,136,-44.44,-44.44
KXNEXTUKPM-30-NF,Will Nigel Farage be the next Prime Minister of United Kingdom?,Politics,high_volume,8,7,92,93,1127.0,8.521739130434783,1804.3600000000001,1417,0,-27.27
KXNEXTUKPM-30-KB,Will Kemi Badenoch be the next Prime Minister of United Kingdom?,Politics,recent_dips,8,1,92,99,1127.0,8.521739130434783,250.02,1417,-25,-25
KXNEXTUKPM-30-YCOO,Will Yvette Cooper be the next Prime Minister of United Kingdom?,Politics,top_yes,8,2,92,98,1127.0,8.521739130434783,17.48,1417,0,0
KXEUREF-30-ITA,Will Italy hold a referendum on leaving the EU?,Politics,top_yes,8,3,92,97,1127.0,8.521739130434783,4.0200000000000005,1417,0,-69.23
KXEUREF-30-FRA,Will France hold a referendum on leaving the EU?,Politics,top_yes,8,2,92,98,1127.0,8.521739130434783,7.0,1417,0,-71.43
KXEUEXITCOUNTRY-30-POL,Will Poland vote to leave the EU before 2030?,Politics,top_yes,8,0,92,100,1127.0,8.521739130434783,36.62,1417,0,300
KXBOND-30-JN,Will James Norton be the next James Bond?,Entertainment,top_yes,8,0,92,100,1127.0,8.521739130434783,64.16,1417,0,0
KXBOND-30-JAC,Will Jack Lowden be the next James Bond?,Entertainment,recent_dips,8,0,92,100,1127.0,8.521739130434783,42.2,1417,-25,-25
KXNEWPOPE-70-PPAR,Who will the next Pope be?,World,top_yes,9,6,91,94,990.8888888888889,9.692307692307692,182.36,16027,0,-33.33
KXNEXTISRAELPM-45JAN01-BGAN,Will Benny Gantz be the next Prime Minister of Israel?,Politics,top_yes,9,4,91,96,990.8888888888889,9.692307692307692,9.42,6896,0,250
KXNEXTIRANLEADER-45JAN01-GMOH,Will Gholam-Hossein Mohseni-Eje'i be the next Supreme Leader of Iran?,Politics,top_yes,9,4,91,96,990.8888888888889,9.692307692307692,9.82,6896,0,33.33
KXPERFORMBONDSONG-35-LOR,Who will perform the next James Bond Song?,Entertainment,top_yes,9,1,91,99,990.8888888888889,9.692307692307692,6.44,3243,0,0
KXEUEXITCOUNTRY-30-ITA,Will Italy vote to leave the EU before 2030?,Politics,top_yes,9,0,91,100,990.8888888888889,9.692307692307692,65.52,1417,0,200
KXCO2LEVEL-30-460,How bad will CO2 atmospheric concentration get before 2030?,World,top_yes,9,5,91,95,990.8888888888889,9.692307692307692,18.62,1416,0,200
KXBOND-30-THEO,Will Theo James be the next James Bond?,Entertainment,top_yes,9,6,91,94,990.8888888888889,9.692307692307692,160.02,1417,0,80
KXBOND-30-HAR,Will Harris Dickinson be the next James Bond?,Entertainment,top_yes,9,3,91,97,990.8888888888889,9.692307692307692,195.32,1417,0,0
KXBOND-30-TOMH,Will Tom Holland be the next James Bond?,Entertainment,top_yes,9,0,91,100,990.8888888888889,9.692307692307692,142.42000000000002,1417,0,225
KXNEXTISRAELPM-45JAN01-YLAP,Will Yair Lapid be the next Prime Minister of Israel?,Politics,top_yes,10,5,90,95,882.0,10.888888888888888,32.72,6896,0,-54.55
KXNEXTISRAELPM-45JAN01-YCOH,Will Yossi Cohen be the next Prime Minister of Israel?,Politics,top_yes,10,4,90,96,882.0,10.888888888888888,19.0,6896,0,0
KXPRIMEENGCONSUMPTION-30-NUCLEAR,What will be the largest source of global primary energy consumption in 2030?,Climate and Weather,top_yes,10,4,90,96,882.0,10.888888888888888,150.1,2511,150,0
KXTIMEDECADE20S-30-JHUA,Who will Time name as Person of the Decade?,Politics,top_yes,10,6,90,94,882.0,10.888888888888888,21.04,1447,0,0
KXPERFORMROLEBRITNEY-MIL,Will Millie Bobby Brown perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Entertainment,top_yes,10,0,90,100,882.0,10.888888888888888,0.7000000000000001,1782,0,0
KXPERFORMROLEBRITNEY-SYD,Will Sydney Sweeney perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Entertainment,top_yes,10,0,90,100,882.0,10.888888888888888,1.24,1782,0,0
KXPERFORMROLEBRITNEY-ANY,Will Anya Taylor-Joy perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Entertainment,top_yes,10,0,90,100,882.0,10.888888888888888,0.0,1782,0,0
KXSONICS-30,Will the Portland Trailblazers be bought and become the Seattle SuperSonics?,Sports,top_yes,10,5,90,95,882.0,10.888888888888888,138.92000000000002,1416,0,0
KXPOLIOELIM-30,Will there be a year with zero wild polio cases before 2030?,Health,recent_dips,10,8,90,92,882.0,10.888888888888888,488.86,1417,-20,33.33
KXEUREF-30-GRE,Will Greece hold a referendum on leaving the EU?,Politics,top_yes,10,2,90,98,882.0,10.888888888888888,7.58,1417,0,-16.67
KXEUEXITCOUNTRY-30-HUN,Will Hungary vote to leave the EU before 2030?,Politics,top_yes,10,5,90,95,882.0,10.888888888888888,78.08,1417,0,-50
KXNEXTISRAELPM-45JAN01-YGAL,Will Yoav Gallant be the next Prime Minister of Israel?,Politics,top_yes,11,4,89,96,792.909090909091,12.112359550561798,19.32,6896,0,-86.42
KXPERFORMBONDSONG-35-WEE,Who will perform the next James Bond Song?,Entertainment,top_yes,11,3,89,97,792.909090909091,12.112359550561798,12.76,3243,0,-50
KXAFRICALEADEROUT-35-WR,Will William Ruto leave office next in this set?,Politics,top_yes,11,10,89,90,792.909090909091,12.112359550561798,7.12,3243,0,0
KXACTORSONNYCROCKETT-35-OSC,Will Oscar Isaac be casted in the next Miami Vice?,Entertainment,top_yes,11,1,89,99,792.909090909091,12.112359550561798,0.22,3243,0,0
KXACTORSONNYCROCKETT-35-JAK,Will Jake Gyllenhaal be casted in the next Miami Vice?,Entertainment,top_yes,11,1,89,99,792.909090909091,12.112359550561798,1.1,3243,0,0
KXACTORSONNYCROCKETT-35-MIL,Will Miles Teller be casted in the next Miami Vice?,Entertainment,top_yes,11,1,89,99,792.909090909091,12.112359550561798,0.16,3243,0,0
KXACTORSONNYCROCKETT-35-TAY,Will Taylor Kitsch be casted in the next Miami Vice?,Entertainment,top_yes,11,1,89,99,792.909090909091,12.112359550561798,4.6000000000000005,3243,0,0
KXACTORSONNYCROCKETT-35-GAR,Will Garrett Hedlund be casted in the next Miami Vice?,Entertainment,top_yes,11,1,89,99,792.909090909091,12.112359550561798,0.0,3243,0,0
KXTIMEDECADE20S-30-XJIN,Who will Time name as Person of the Decade?,Politics,top_yes,11,7,89,93,792.909090909091,12.112359550561798,23.1,1447,0,-12.5
KXPERFORMROLEBRITNEY-MAR,Will Margot Robbie perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Entertainment,top_yes,11,0,89,100,792.909090909091,12.112359550561798,1.5,1782,0,0
KXPERFORMROLEBRITNEY-ADD,Will Addison Rae perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Entertainment,top_yes,11,1,89,99,792.909090909091,12.112359550561798,0.0,1782,0,0
KXPERFORMROLEBRITNEY-FLO,Will Florence Pugh perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,Entertainment,top_yes,11,1,89,99,792.909090909091,12.112359550561798,2.22,1782,0,0
KXTRAVISKELCEWEDDING-30JAN01-HAR,Will Harrison Butker be a Groomsman for the wedding of Travis Kelce and Taylor Swift?,Social,top_yes,11,1,89,99,792.909090909091,12.112359550561798,3.08,1417,0,100
KXBOND-30-IDRIS,Will Idris Elba be the next James Bond?,Entertainment,top_yes,11,7,89,93,792.909090909091,12.112359550561798,107.32000000000001,1417,37.5,37.5
KXACTORSONNYCROCKETT-35-TOM,Will Tom Hardy be casted in the next Miami Vice?,Entertainment,top_yes,12,11,88,89,718.6666666666666,13.363636363636363,6.4,3243,0,1100
KXACTORSONNYCROCKETT-35-RIC,Will Richard Madden be casted in the next Miami Vice?,Entertainment,top_yes,12,1,88,99,718.6666666666666,13.363636363636363,1.0,3243,0,0
KXTIMEDECADE20S-30-SALT,Who will Time name as Person of the Decade?,Politics,top_yes,12,8,88,92,718.6666666666666,13.363636363636363,42.58,1447,0,0
